1104,976.91,917.45,762.45,740.45,627.91,625.73,549,538.18,527.91,520.64,490.18,482.18
46.017,46.429,42.854,55.313,33.065,46.496,21.583,33.583,31.006,50.56,25.982,31.692,22.622
1092.5,994.45,908.36,813.36,758.73,703.36,665.45,640.36,623.09,617.91,597.73,594.64,597.73
57.227,52.156,72.009,47.323,57.791,26.379,38.916,26.17,40.166,33.219,44.547,32.361,31.305
