-70,-69.5,-69,-68.5,-68,-67.5,-67,-66.5,-66,-65.5,-65,-64.5,-64,-63.5,-63,-62.5,-62,-61.5,-61,-60.5,-60,-59.5,-59,-58.5,-58,-57.5,-57,-56.5,-56,-55.5,-55,-54.5,-54,-53.5,-53,-52.5,-52,-51.5,-51,-50.5,-50,-49.5,-49,-48.5,-48,-47.5,-47,-46.5,-46,-45.5,-45,-44.5,-44,-43.5,-43,-42.5,-42,-41.5,-41,-40.5,-40,-39.5,-39,-38.5,-38,-37.5,-37,-36.5,-36,-35.5,-35,-34.5,-34,-33.5,-33,-32.5,-32,-31.5,-31,-30.5,-30,-29.5,-29,-28.5,-28,-27.5,-27,-26.5,-26,-25.5,-25,-24.5,-24,-23.5,-23,-22.5,-22,-21.5,-21,-20.5,-20,-19.5,-19,-18.5,-18,-17.5,-17,-16.5,-16,-15.5,-15,-14.5,-14,-13.5,-13,-12.5,-12,-11.5,-11,-10.5,-10,-9.5,-9,-8.5,-8,-7.5,-7,-6.5,-6,-5.5,-5,-4.5,-4,-3.5,-3,-2.5,-2,-1.5,-1,-0.5,0,0.5,1,1.5,2,2.5,3,3.5,4,4.5,5,5.5,6,6.5,7,7.5,8,8.5,9,9.5,10,10.5,11,11.5,12,12.5,13,13.5,14,14.5,15,15.5,16,16.5,17,17.5,18,18.5,19,19.5,20,20.5,21,21.5,22,22.5,23,23.5,24,24.5,25,25.5,26,26.5,27,27.5,28,28.5,29,29.5,30,30.5,31,31.5,32,32.5,33,33.5,34,34.5,35,35.5,36,36.5,37,37.5,38,38.5,39,39.5,40,40.5,41,41.5,42,42.5,43,43.5,44,44.5,45,45.5,46,46.5,47,47.5,48,48.5,49,49.5,50,50.5,51,51.5,52,52.5,53,53.5,54,54.5,55,55.5,56,56.5,57,57.5,58,58.5,59,59.5,60,60.5,61,61.5,62,62.5,63,63.5,64,64.5,65,65.5,66,66.5,67,67.5,68,68.5,69,69.5,70
0.51344,0.62284,0.52399,0.5691,0.54415,0.57198,0.58157,0.619,0.62668,0.62668,0.71209,0.66123,0.82821,0.86852,0.95681,1.0441,0.95489,0.78503,0.71593,0.64971,0.67562,0.63628,0.59213,0.62668,0.54223,0.61036,0.54702,0.58349,0.5643,0.55566,0.58061,0.60653,0.58061,0.60365,0.58157,0.70154,0.66219,0.80326,0.881,0.92226,1.0653,0.91363,0.8263,0.71017,0.68714,0.65931,0.63628,0.5739,0.58061,0.57774,0.59501,0.55566,0.54415,0.58637,0.59213,0.58733,0.59117,0.59213,0.62572,0.65163,0.70154,0.73129,0.78407,0.95777,0.92994,1.0192,0.92322,0.85701,0.76488,0.73704,0.67179,0.62764,0.62476,0.57294,0.60845,0.55086,0.60173,0.59885,0.58157,0.54319,0.61324,0.5691,0.60749,0.5499,0.70729,0.66315,0.77351,0.72745,0.94626,0.99232,1.1152,0.97121,0.80038,0.82534,0.66795,0.71017,0.59789,0.64107,0.56622,0.57294,0.52111,0.59789,0.53167,0.58445,0.58637,0.60077,0.61324,0.62284,0.71881,0.67946,0.75816,0.78023,0.87236,0.91939,1.1411,1.0835,1.0029,0.86564,0.83781,0.72745,0.65451,0.65067,0.58445,0.57582,0.61228,0.58733,0.53647,0.52495,0.48464,0.56142,0.52303,0.5739,0.47121,0.5144,0.47889,0.49616,0.52111,0.53263,0.45681,0.51344,0.49712,0.49616,0.50576,0.50864,0.51056,0.51248,0.48177,0.49712,0.57582,0.56046,0.54223,0.52495,0.56526,0.54511,0.62572,0.57006,0.58733,0.5547,0.62476,0.63916,0.73992,0.76008,0.7975,0.88772,1.0192,1.0662,0.91171,0.83109,0.78887,0.72937,0.65547,0.65163,0.59309,0.63532,0.62188,0.60845,0.55182,0.61324,0.59213,0.58733,0.60269,0.58061,0.6334,0.62572,0.67754,0.66891,0.85221,0.79367,0.96065,1.0211,1.0393,0.90211,0.85125,0.75528,0.80134,0.66699,0.59597,0.63244,0.52591,0.63148,0.55086,0.59405,0.56718,0.58637,0.54223,0.59213,0.59021,0.61804,0.58925,0.65931,0.65547,0.72361,0.85797,0.87908,1.0806,0.96257,0.94626,0.79942,0.75624,0.65451,0.6833,0.6334,0.63916,0.5547,0.56334,0.53455,0.58157,0.55566,0.58061,0.59021,0.55854,0.58157,0.61612,0.6286,0.63532,0.69098,0.74952,0.84357,0.88964,1.0211,0.96257,0.92514,0.78887,0.72553,0.66027,0.71881,0.59021,0.60077,0.64395,0.51919,0.59981,0.56046,0.59405,0.53743,0.54607,0.56814,0.57006,0.55566,0.61804,0.61036,0.69674,0.71785,0.83589,0.8714,1,0.97601,0.83205,0.80614,0.69674,0.69482,0.61132,0.62668,0.58829,0.59885,0.53263,0.59405,0.57006,0.50768,0.54031,0.61516,0.53839
